date,sleep_hours,work_hours,screen_time,tasks_planned,tasks_completed,exercise_minutes,break_minutes,meetings,social_media_minutes,mood_score,previous_productivity,productivity_score,task_completion_rate,disruption_risk
2035-12-04,9.8,6.9,4.3,9,7,0,40,5,12.0,2,73.55,64.17,0.78,HIGH
2035-12-05,5.6,8.4,2.9,6,5,30,65,1,29.0,2,64.17,69.43,0.83,HIGH
2035-12-06,5.7,9.0,2.4,1,0,60,36,3,35.0,9,69.43,70.18,0.0,MEDIUM
2035-12-07,8.1,2.8,8.1,4,1,0,84,3,57.0,6,70.18,47.8,0.25,HIGH
2035-12-08,4.7,8.6,3.3,4,2,60,47,5,127.0,1,47.8,44.96,0.5,HIGH
2035-12-09,6.1,7.3,4.5,3,2,45,69,5,4.0,4,44.96,58.86,0.67,MEDIUM
2035-12-10,7.9,7.0,7.4,2,1,0,85,5,0.0,2,58.86,51.54,0.5,HIGH
2035-12-11,6.0,8.0,1.0,1,0,0,31,3,0.0,8,51.54,65.82,0.0,MEDIUM
2035-12-12,6.6,5.5,1.2,8,7,45,21,1,0.0,2,65.82,66.69,0.88,HIGH
2035-12-13,8.1,7.2,4.9,6,4,90,54,2,16.0,6,66.69,71.59,0.67,LOW
2035-12-14,7.6,3.9,5.0,7,5,0,57,0,55.0,2,71.59,52.86,0.71,HIGH
2035-12-15,7.4,3.2,1.1,9,7,0,104,1,95.0,5,52.86,67.32,0.78,MEDIUM
2035-12-16,6.5,7.1,1.0,8,7,0,97,1,122.0,4,67.32,77.55,0.88,MEDIUM
2035-12-17,7.6,5.9,1.2,1,0,0,95,1,0.0,1,77.55,55.05,0.0,HIGH
2035-12-18,6.8,6.0,5.7,1,0,45,49,2,11.0,10,55.05,56.86,0.0,LOW
2035-12-19,7.7,4.4,6.9,4,1,0,21,4,73.0,5,56.86,49.61,0.25,MEDIUM
2035-12-20,6.3,6.8,5.5,7,4,0,92,4,0.0,7,49.61,58.45,0.57,MEDIUM
2035-12-21,6.7,5.1,1.0,5,1,0,111,0,24.0,3,58.45,61.16,0.2,HIGH
2035-12-22,5.5,5.9,1.8,8,7,60,98,0,141.0,6,61.16,68.76,0.88,MEDIUM
2035-12-23,6.9,5.0,4.5,3,1,0,115,2,98.0,2,68.76,36.3,0.33,HIGH
2035-12-24,5.8,4.4,5.0,1,0,0,22,0,91.0,2,36.3,32.24,0.0,HIGH
2035-12-25,5.3,5.6,3.5,3,1,30,107,5,81.0,5,32.24,39.73,0.33,MEDIUM
2035-12-26,7.4,8.4,4.1,1,0,30,53,3,0.0,6,39.73,72.33,0.0,LOW
2035-12-27,7.3,5.1,5.7,2,0,0,16,5,165.0,10,72.33,60.17,0.0,LOW
2035-12-28,8.2,5.7,10.0,8,4,0,111,2,21.0,7,60.17,39.2,0.5,HIGH
2035-12-29,6.4,5.5,7.6,2,0,15,26,3,59.0,9,39.2,56.87,0.0,MEDIUM
2035-12-30,7.6,4.7,4.1,4,1,60,65,3,57.0,9,56.87,76.09,0.25,LOW
2035-12-31,7.8,8.5,4.6,4,2,0,119,0,132.0,5,76.09,70.58,0.5,MEDIUM
2036-01-01,7.7,3.3,4.7,7,5,90,33,2,69.0,3,70.58,54.97,0.71,HIGH
2036-01-02,5.8,5.8,3.6,1,0,0,110,3,20.0,3,54.97,35.22,0.0,HIGH
2036-01-03,7.2,4.3,8.2,9,4,0,100,2,72.0,8,35.22,56.0,0.44,HIGH
2036-01-04,7.5,7.1,8.1,6,4,30,47,0,95.0,7,56.0,62.42,0.67,HIGH
2036-01-05,7.0,6.3,5.5,8,7,15,68,3,0.0,4,62.42,61.73,0.88,MEDIUM
2036-01-06,4.0,8.4,8.8,5,3,0,69,1,85.0,5,61.73,37.57,0.6,HIGH
2036-01-07,7.2,7.5,3.6,7,6,45,30,3,184.0,10,37.57,85.3,0.86,LOW
2036-01-08,10.0,6.2,6.3,2,1,0,47,5,71.0,6,85.3,52.4,0.5,MEDIUM
2036-01-09,6.5,7.5,8.1,6,2,45,33,5,93.0,6,52.4,49.88,0.33,HIGH
2036-01-10,5.9,7.7,6.5,7,6,60,70,4,95.0,1,49.88,52.59,0.86,HIGH
2036-01-11,7.6,4.2,9.1,2,1,0,82,2,20.0,8,52.59,54.9,0.5,HIGH
2036-01-12,7.5,7.5,6.3,8,2,30,70,0,44.0,3,54.9,54.76,0.25,HIGH
2036-01-13,8.8,6.6,4.6,8,6,15,47,1,42.0,2,54.76,59.59,0.75,HIGH
2036-01-14,5.1,7.0,2.2,2,1,0,66,5,50.0,5,59.59,63.29,0.5,MEDIUM
2036-01-15,8.1,5.2,3.9,2,1,0,53,3,89.0,6,63.29,58.48,0.5,LOW
2036-01-16,7.9,4.3,7.1,5,2,0,12,2,107.0,6,58.48,50.35,0.4,MEDIUM
2036-01-17,6.8,3.9,7.5,2,0,0,15,5,74.0,7,50.35,44.2,0.0,MEDIUM
2036-01-18,7.5,0.0,1.0,9,8,30,83,4,113.0,10,44.2,86.87,0.89,LOW
2036-01-19,8.5,4.6,3.6,5,4,90,87,1,123.0,2,86.87,69.19,0.8,HIGH
2036-01-20,8.3,10.9,6.2,5,4,90,103,3,62.0,1,69.19,69.0,0.8,HIGH
2036-01-21,5.3,7.6,5.5,3,2,30,76,1,80.0,8,69.0,70.28,0.67,MEDIUM
2036-01-22,8.2,6.6,3.1,2,1,60,119,2,86.0,1,70.28,59.03,0.5,HIGH
2036-01-23,6.9,7.9,8.8,7,3,0,108,1,8.0,1,59.03,36.97,0.43,HIGH
2036-01-24,7.1,5.5,7.2,3,1,30,90,3,70.0,1,36.97,41.23,0.33,HIGH
2036-01-25,7.1,5.2,10.5,9,8,60,25,4,76.0,5,41.23,45.37,0.89,HIGH
2036-01-26,6.8,5.4,4.1,4,1,90,103,3,25.0,5,45.37,62.16,0.25,MEDIUM
2036-01-27,8.8,4.5,1.1,7,4,30,14,2,53.0,8,62.16,80.56,0.57,LOW
2036-01-28,6.9,4.7,5.4,9,4,60,46,4,128.0,2,80.56,45.73,0.44,HIGH
2036-01-29,5.3,6.0,10.0,2,1,0,68,5,27.0,10,45.73,54.47,0.5,HIGH
2036-01-30,6.4,6.1,5.5,7,6,0,102,5,45.0,8,54.47,62.13,0.86,MEDIUM
2036-01-31,7.3,8.7,6.5,2,0,90,57,5,44.0,1,62.13,42.29,0.0,HIGH
2036-02-01,8.8,8.0,6.2,2,1,60,67,2,76.0,10,42.29,83.2,0.5,MEDIUM
2036-02-02,7.9,3.0,1.7,6,5,0,89,5,45.0,2,83.2,50.46,0.83,HIGH
2036-02-03,5.7,5.4,2.6,9,5,90,53,3,34.0,9,50.46,74.94,0.56,MEDIUM
2036-02-04,10.0,3.8,3.6,6,5,30,73,2,151.0,1,74.94,57.7,0.83,HIGH
2036-02-05,7.4,0.8,4.3,4,1,45,46,5,20.0,1,57.7,37.02,0.25,HIGH
2036-02-06,8.9,6.2,7.5,1,0,60,75,0,140.0,4,37.02,53.64,0.0,MEDIUM
2036-02-07,6.8,7.2,3.1,3,1,30,105,0,77.0,10,53.64,70.85,0.33,LOW
2036-02-08,7.8,6.1,1.0,6,3,0,41,0,82.0,5,70.85,79.24,0.5,MEDIUM
2036-02-09,8.3,6.9,2.8,4,1,60,101,0,16.0,5,79.24,66.82,0.25,MEDIUM
2036-02-10,8.8,5.3,3.9,6,4,15,81,4,124.0,3,66.82,57.96,0.67,HIGH
2036-02-11,8.6,3.9,8.4,6,1,90,91,2,89.0,4,57.96,32.97,0.17,HIGH
2036-02-12,8.3,5.3,3.0,3,1,0,102,3,20.0,9,32.97,71.01,0.33,LOW
2036-02-13,6.5,8.7,1.0,8,2,0,27,4,147.0,7,71.01,73.89,0.25,LOW
2036-02-14,6.1,6.7,2.6,3,2,0,26,2,94.0,5,73.89,70.01,0.67,MEDIUM
2036-02-15,7.5,3.0,5.0,5,3,30,17,3,42.0,4,70.01,55.85,0.6,MEDIUM
2036-02-16,8.4,6.3,1.0,8,3,30,105,2,77.0,3,55.85,64.68,0.38,HIGH
2036-02-17,6.7,8.5,6.5,5,1,30,107,0,120.0,9,64.68,62.04,0.2,MEDIUM
2036-02-18,8.6,7.5,6.1,5,4,30,96,3,22.0,3,62.04,57.9,0.8,HIGH
2036-02-19,9.2,8.6,5.0,9,3,60,30,5,50.0,5,57.9,72.64,0.33,MEDIUM
2036-02-20,5.6,3.0,6.2,2,1,30,32,5,13.0,7,72.64,52.86,0.5,MEDIUM
2036-02-21,5.7,6.3,3.8,7,3,0,103,5,68.0,4,52.86,51.46,0.43,MEDIUM
2036-02-22,6.8,5.3,3.3,1,0,0,89,4,47.0,6,51.46,47.75,0.0,LOW
2036-02-23,7.5,7.2,3.4,6,3,15,88,4,74.0,5,47.75,64.15,0.5,MEDIUM
2036-02-24,6.2,4.3,4.2,1,0,0,81,1,49.0,10,64.15,53.83,0.0,MEDIUM
2036-02-25,9.0,4.3,10.0,3,2,0,75,0,28.0,2,53.83,41.92,0.67,HIGH
2036-02-26,7.6,6.0,3.1,7,3,30,89,3,0.0,6,41.92,67.06,0.43,LOW
2036-02-27,7.1,4.2,6.9,3,1,0,119,0,54.0,2,67.06,36.16,0.33,HIGH
2036-02-28,4.8,6.5,2.6,6,3,0,43,0,56.0,6,36.16,56.4,0.5,HIGH
2036-02-29,5.0,1.9,4.9,6,4,0,62,1,43.0,9,56.4,51.69,0.67,MEDIUM
2036-03-01,7.4,8.4,4.8,1,0,30,52,0,72.0,9,51.69,68.12,0.0,LOW
2036-03-02,4.0,0.4,1.0,1,0,45,26,4,50.0,10,68.12,57.46,0.0,HIGH
2036-03-03,8.5,7.8,5.3,5,4,0,55,3,62.0,5,57.46,65.23,0.8,MEDIUM
2036-03-04,6.8,4.8,3.2,3,2,0,106,3,0.0,3,65.23,47.76,0.67,HIGH
2036-03-05,10.0,3.1,1.0,2,1,45,110,0,24.0,7,47.76,80.79,0.5,LOW
2036-03-06,10.0,6.3,5.6,8,6,30,88,5,1.0,7,80.79,80.05,0.75,LOW
2036-03-07,6.7,7.8,7.7,7,6,90,32,0,0.0,6,80.05,60.96,0.86,MEDIUM
2036-03-08,6.8,8.3,5.0,8,6,15,95,3,51.0,7,60.96,80.86,0.75,LOW
2036-03-09,8.5,8.3,7.6,6,5,60,72,4,58.0,5,80.86,65.61,0.83,MEDIUM
2036-03-10,9.6,4.3,10.3,8,3,0,56,5,0.0,10,65.61,65.03,0.38,HIGH
2036-03-11,4.5,6.4,4.9,4,3,60,100,1,30.0,4,65.03,51.72,0.75,HIGH
2036-03-12,4.3,2.4,5.6,9,8,90,75,0,36.0,10,51.72,66.14,0.89,HIGH
2036-03-13,6.1,6.2,5.8,5,3,0,68,0,63.0,8,66.14,65.24,0.6,MEDIUM
2036-03-14,7.9,6.7,7.1,3,2,15,103,3,51.0,4,65.24,65.49,0.67,MEDIUM
2036-03-15,7.7,5.2,3.2,3,1,15,45,2,42.0,10,65.49,83.64,0.33,LOW
2036-03-16,8.6,2.3,7.6,4,3,30,35,1,111.0,5,83.64,48.53,0.75,MEDIUM
2036-03-17,5.2,4.8,7.7,9,4,0,64,1,76.0,6,48.53,39.57,0.44,MEDIUM
2036-03-18,4.0,9.8,5.8,3,2,15,95,5,34.0,4,39.57,46.2,0.67,HIGH
2036-03-19,8.3,6.8,8.7,5,3,45,94,5,0.0,2,46.2,49.18,0.6,HIGH
2036-03-20,5.8,5.0,7.7,7,4,0,86,3,65.0,6,49.18,39.04,0.57,MEDIUM
2036-03-21,4.0,5.7,2.3,3,2,45,108,1,72.0,7,39.04,62.91,0.67,HIGH
2036-03-22,7.2,6.8,5.1,7,3,30,103,5,46.0,6,62.91,58.08,0.43,LOW
2036-03-23,8.2,2.9,7.1,4,1,60,91,2,75.0,1,58.08,35.16,0.25,HIGH
2036-03-24,6.8,3.0,7.7,3,2,0,20,5,44.0,4,35.16,37.14,0.67,MEDIUM
2036-03-25,6.3,4.5,1.0,4,3,0,100,4,0.0,8,37.14,73.72,0.75,MEDIUM
2036-03-26,6.8,5.0,4.7,7,2,90,32,2,63.0,5,73.72,56.77,0.29,MEDIUM
2036-03-27,6.4,9.6,8.1,7,5,0,28,2,95.0,2,56.77,50.68,0.71,HIGH
2036-03-28,5.0,6.1,7.6,2,1,0,24,2,0.0,5,50.68,44.43,0.5,HIGH
2036-03-29,5.9,5.0,1.2,8,3,0,36,3,51.0,8,44.43,62.46,0.38,MEDIUM
2036-03-30,7.8,6.1,2.7,8,3,0,88,2,11.0,7,62.46,63.97,0.38,LOW
2036-03-31,7.5,2.0,6.0,2,1,0,80,5,73.0,10,63.97,60.86,0.5,MEDIUM
2036-04-01,7.3,4.2,4.7,9,7,0,42,1,22.0,8,60.86,67.64,0.78,LOW
2036-04-02,5.5,4.5,4.4,7,3,90,108,3,59.0,4,67.64,48.63,0.43,MEDIUM
2036-04-03,6.7,4.0,5.1,6,3,45,49,4,0.0,5,48.63,62.04,0.5,MEDIUM
2036-04-04,4.0,8.5,4.4,7,5,90,48,5,20.0,10,62.04,82.21,0.71,HIGH
2036-04-05,7.3,7.3,4.2,9,8,30,51,2,89.0,7,82.21,74.26,0.89,LOW
2036-04-06,9.1,3.6,6.5,8,4,0,19,2,33.0,1,74.26,44.38,0.5,HIGH
2036-04-07,4.8,3.5,7.0,6,2,0,15,0,57.0,8,44.38,39.19,0.33,HIGH
2036-04-08,6.1,3.5,5.2,6,5,60,70,1,40.0,4,39.19,51.63,0.83,MEDIUM
2036-04-09,7.5,5.6,8.3,1,0,45,20,3,97.0,9,51.63,47.99,0.0,HIGH
2036-04-10,8.9,6.4,3.5,2,1,45,18,5,68.0,3,47.99,65.7,0.5,HIGH
2036-04-11,6.3,6.8,5.2,6,5,30,34,4,132.0,7,65.7,66.02,0.83,MEDIUM
2036-04-12,6.0,4.0,4.5,7,6,0,75,1,161.0,10,66.02,71.79,0.86,MEDIUM
2036-04-13,4.0,5.6,1.3,8,6,30,73,2,45.0,9,71.79,64.07,0.75,HIGH
2036-04-14,7.2,5.9,6.4,4,1,30,55,5,107.0,6,64.07,44.75,0.25,MEDIUM
2036-04-15,10.0,8.4,7.9,3,1,0,35,0,69.0,10,44.75,76.45,0.33,MEDIUM
2036-04-16,7.4,7.5,7.1,7,2,30,99,4,79.0,2,76.45,39.18,0.29,HIGH
2036-04-17,7.0,3.1,5.6,4,2,90,90,1,100.0,10,39.18,60.93,0.5,LOW
2036-04-18,7.5,2.2,1.2,7,2,90,52,4,110.0,4,60.93,59.52,0.29,MEDIUM
2036-04-19,7.0,5.8,6.7,8,7,30,66,1,115.0,4,59.52,58.3,0.88,MEDIUM
2036-04-20,5.8,4.7,9.6,3,2,0,64,4,43.0,1,58.3,24.28,0.67,HIGH
2036-04-21,8.2,4.1,4.7,4,3,15,20,2,111.0,8,24.28,61.59,0.75,LOW
2036-04-22,7.3,4.5,5.3,2,1,45,98,1,9.0,9,61.59,64.34,0.5,LOW
2036-04-23,7.0,7.2,8.2,8,7,90,85,3,26.0,7,64.34,70.94,0.88,HIGH
2036-04-24,5.5,3.0,5.2,6,3,30,106,0,29.0,8,70.94,52.66,0.5,MEDIUM
2036-04-25,9.0,9.7,4.6,1,0,0,26,0,39.0,10,52.66,80.6,0.0,LOW
2036-04-26,8.0,4.6,5.0,2,1,90,66,4,38.0,4,80.6,68.78,0.5,MEDIUM
2036-04-27,6.2,7.3,7.0,5,2,15,84,4,109.0,5,68.78,37.03,0.4,MEDIUM
2036-04-28,8.5,4.7,7.3,9,4,0,68,0,48.0,6,37.03,52.84,0.44,MEDIUM
2036-04-29,6.3,3.0,1.0,6,5,0,110,5,2.0,7,52.84,75.53,0.83,MEDIUM
2036-04-30,5.8,5.7,6.7,8,4,0,40,4,56.0,6,75.53,48.02,0.5,MEDIUM
2036-05-01,5.9,3.5,5.4,7,2,45,10,0,31.0,1,48.02,25.37,0.29,HIGH
2036-05-02,4.3,6.3,3.0,7,6,30,71,0,23.0,1,25.37,41.28,0.86,HIGH
2036-05-03,7.7,5.9,8.6,9,4,60,68,4,104.0,8,41.28,60.42,0.44,HIGH
2036-05-04,4.3,4.6,6.6,7,5,30,45,2,17.0,4,60.42,45.97,0.71,HIGH
2036-05-05,5.2,6.3,1.7,7,2,60,71,4,19.0,6,45.97,75.48,0.29,MEDIUM
2036-05-06,4.0,8.1,6.8,8,3,60,64,3,168.0,1,75.48,20.31,0.38,HIGH
2036-05-07,6.9,5.8,7.9,9,6,0,15,0,84.0,9,20.31,68.81,0.67,MEDIUM
2036-05-08,6.8,4.5,3.1,9,8,0,52,4,0.0,10,68.81,89.98,0.89,LOW
2036-05-09,6.5,6.8,5.5,8,7,0,62,2,0.0,1,89.98,47.97,0.88,HIGH
2036-05-10,5.4,6.9,4.8,7,5,15,32,3,48.0,3,47.97,50.19,0.71,HIGH
2036-05-11,5.2,5.4,5.0,9,7,0,104,1,112.0,8,50.19,59.45,0.78,MEDIUM
2036-05-12,7.7,8.7,4.2,4,3,0,108,2,58.0,9,59.45,77.03,0.75,LOW
2036-05-13,6.2,5.4,3.9,8,2,60,44,3,100.0,2,77.03,40.53,0.25,HIGH
2036-05-14,7.5,9.0,6.6,5,4,0,103,0,0.0,7,40.53,78.18,0.8,MEDIUM
2036-05-15,5.7,4.7,5.3,8,4,30,77,0,35.0,10,78.18,59.75,0.5,MEDIUM
2036-05-16,7.3,7.7,6.9,9,5,30,103,2,80.0,3,59.75,49.89,0.56,HIGH
2036-05-17,9.0,5.6,7.7,1,0,15,78,0,1.0,3,49.89,40.73,0.0,HIGH
2036-05-18,7.9,6.5,9.0,7,5,0,65,3,27.0,1,40.73,41.12,0.71,HIGH
2036-05-19,6.4,1.9,3.1,1,0,0,82,1,73.0,5,41.12,31.49,0.0,MEDIUM
2036-05-20,7.4,10.3,8.3,8,6,0,26,2,130.0,2,31.49,44.03,0.75,HIGH
2036-05-21,6.6,6.6,6.2,1,0,30,19,0,56.0,7,44.03,52.16,0.0,MEDIUM
2036-05-22,7.0,8.0,5.5,1,0,0,75,3,95.0,1,52.16,31.84,0.0,HIGH
2036-05-23,6.5,3.2,5.8,8,5,30,80,4,97.0,2,31.84,40.71,0.62,HIGH
2036-05-24,6.8,6.3,4.7,7,2,90,11,1,86.0,3,40.71,47.42,0.29,HIGH
2036-05-25,7.3,5.6,1.0,7,4,0,90,3,70.0,3,47.42,61.32,0.57,HIGH
2036-05-26,5.5,3.9,7.1,4,2,30,37,1,66.0,6,61.32,40.72,0.5,MEDIUM
2036-05-27,5.5,8.6,6.5,4,2,0,19,2,51.0,7,40.72,55.83,0.5,MEDIUM
2036-05-28,4.9,6.3,5.8,7,4,30,52,0,34.0,9,55.83,56.81,0.57,HIGH
2036-05-29,4.6,5.9,1.3,2,0,30,69,2,46.0,8,56.81,63.66,0.0,HIGH
2036-05-30,5.2,7.2,5.4,3,2,0,60,4,77.0,2,63.66,44.84,0.67,HIGH
2036-05-31,7.2,4.3,6.1,2,0,0,94,4,69.0,9,44.84,50.08,0.0,MEDIUM
2036-06-01,5.7,6.3,9.7,7,4,0,36,1,108.0,4,50.08,42.19,0.57,HIGH
2036-06-02,7.8,6.2,6.0,9,5,30,107,0,101.0,6,42.19,58.23,0.56,LOW
2036-06-03,7.1,6.3,1.0,5,4,0,39,0,97.0,1,58.23,55.43,0.8,HIGH
2036-06-04,4.0,8.1,6.3,1,0,0,85,4,50.0,10,55.43,56.72,0.0,HIGH
2036-06-05,8.0,5.2,7.9,7,2,60,87,3,87.0,8,56.72,61.63,0.29,MEDIUM
2036-06-06,8.2,4.9,4.2,3,1,90,107,5,18.0,3,61.63,67.79,0.33,HIGH
2036-06-07,5.5,4.8,1.1,5,2,0,18,5,100.0,6,67.79,66.37,0.4,MEDIUM
2036-06-08,7.6,4.7,9.7,7,2,45,71,4,38.0,7,66.37,53.48,0.29,HIGH
2036-06-09,5.7,8.2,5.3,2,1,15,108,2,41.0,8,53.48,72.5,0.5,MEDIUM
2036-06-10,7.1,5.9,3.7,4,2,0,117,0,42.0,8,72.5,69.09,0.5,LOW
2036-06-11,5.1,8.0,7.0,3,1,15,51,0,48.0,7,69.09,39.83,0.33,MEDIUM
2036-06-12,4.3,6.5,2.7,9,8,0,118,3,85.0,10,39.83,71.32,0.89,HIGH
2036-06-13,6.4,4.3,2.7,2,1,45,104,1,36.0,1,71.32,47.55,0.5,HIGH
2036-06-14,6.8,3.0,4.0,4,3,45,92,2,75.0,2,47.55,55.59,0.75,HIGH
2036-06-15,6.4,3.1,5.6,3,2,0,88,1,23.0,9,55.59,64.41,0.67,MEDIUM
2036-06-16,5.2,4.2,3.5,3,1,30,95,3,63.0,10,64.41,67.5,0.33,MEDIUM
2036-06-17,6.4,8.0,6.4,4,2,0,28,5,6.0,4,67.5,55.87,0.5,MEDIUM
2036-06-18,7.4,8.6,6.7,4,2,45,81,2,86.0,2,55.87,53.83,0.5,HIGH
2036-06-19,6.9,6.2,4.9,3,1,30,53,5,52.0,4,53.83,49.13,0.33,MEDIUM
2036-06-20,7.3,7.9,4.5,3,2,0,48,3,67.0,1,49.13,53.31,0.67,HIGH
2036-06-21,6.0,4.9,7.1,8,6,60,41,5,69.0,3,53.31,51.3,0.75,HIGH
2036-06-22,8.8,4.7,6.5,5,4,0,14,3,44.0,8,51.3,76.82,0.8,MEDIUM
2036-06-23,5.2,7.5,2.3,8,7,0,82,1,73.0,6,76.82,69.99,0.88,MEDIUM
2036-06-24,7.7,6.3,8.1,2,0,60,64,1,30.0,9,69.99,60.34,0.0,HIGH
2036-06-25,8.8,7.5,6.9,8,7,0,59,3,107.0,1,60.34,53.66,0.88,HIGH
2036-06-26,7.7,6.1,3.7,1,0,30,61,2,84.0,7,53.66,65.46,0.0,LOW
2036-06-27,6.7,5.2,1.0,9,5,60,83,4,9.0,1,65.46,64.96,0.56,HIGH
2036-06-28,6.2,5.6,5.7,3,1,0,57,1,31.0,2,64.96,39.43,0.33,HIGH
2036-06-29,8.6,6.6,5.6,2,1,0,46,1,128.0,6,39.43,64.38,0.5,LOW
2036-06-30,4.9,6.5,5.7,7,4,0,21,4,56.0,8,64.38,58.48,0.57,HIGH
2036-07-01,5.5,4.1,8.5,2,0,0,107,0,55.0,10,58.48,48.42,0.0,HIGH
2036-07-02,6.4,5.8,4.9,6,1,0,25,4,46.0,6,48.42,48.11,0.17,MEDIUM
2036-07-03,8.9,3.0,6.0,4,3,30,34,5,23.0,5,48.11,72.4,0.75,MEDIUM
2036-07-04,7.6,5.3,6.4,5,1,45,49,0,48.0,4,72.4,40.89,0.2,MEDIUM
2036-07-05,5.5,4.2,3.9,5,4,30,79,2,161.0,3,40.89,43.07,0.8,HIGH
2036-07-06,6.5,0.0,6.9,8,5,45,79,0,27.0,6,43.07,41.7,0.62,MEDIUM
2036-07-07,6.1,10.4,8.4,3,2,45,64,0,32.0,8,41.7,69.55,0.67,HIGH
2036-07-08,5.9,4.5,4.0,2,1,0,101,1,51.0,8,69.55,63.29,0.5,MEDIUM
2036-07-09,8.5,4.1,1.0,8,6,0,62,1,98.0,6,63.29,65.2,0.75,LOW
2036-07-10,4.9,9.2,3.0,9,7,0,34,4,147.0,9,65.2,78.79,0.78,HIGH
2036-07-11,9.4,3.7,5.2,4,3,0,102,2,78.0,7,78.79,66.52,0.75,LOW
2036-07-12,8.2,3.1,1.1,9,7,60,81,4,128.0,3,66.52,65.57,0.78,HIGH
2036-07-13,8.6,5.6,3.7,7,2,60,84,5,33.0,5,65.57,75.78,0.29,MEDIUM
2036-07-14,6.3,5.0,5.1,1,0,30,14,4,21.0,5,75.78,49.84,0.0,MEDIUM
2036-07-15,6.8,4.7,6.6,5,3,60,94,3,11.0,3,49.84,50.95,0.6,HIGH
2036-07-16,4.9,4.2,7.5,3,1,0,11,1,1.0,8,50.95,52.44,0.33,HIGH
2036-07-17,6.2,5.6,5.9,8,2,15,119,2,63.0,10,52.44,61.35,0.25,MEDIUM
2036-07-18,7.7,9.3,4.6,9,6,90,10,3,94.0,5,61.35,73.57,0.67,MEDIUM
2036-07-19,8.9,2.8,4.0,3,1,0,118,4,69.0,8,73.57,68.18,0.33,LOW
2036-07-20,5.3,7.7,4.9,4,3,45,57,4,82.0,8,68.18,66.38,0.75,MEDIUM
2036-07-21,6.5,9.1,7.0,7,2,15,73,3,34.0,3,66.38,46.96,0.29,HIGH
2036-07-22,6.8,4.7,6.3,1,0,90,63,2,121.0,6,46.96,54.31,0.0,MEDIUM
2036-07-23,4.9,6.8,5.1,4,2,45,66,5,37.0,6,54.31,61.21,0.5,HIGH
2036-07-24,7.9,5.8,8.3,5,3,45,117,3,38.0,6,61.21,65.95,0.6,HIGH
2036-07-25,5.9,2.6,4.2,8,7,30,86,5,45.0,10,65.95,68.62,0.88,MEDIUM
2036-07-26,6.7,8.4,7.7,3,1,90,58,4,65.0,9,68.62,62.99,0.33,MEDIUM
2036-07-27,6.3,6.1,3.9,7,6,0,114,0,50.0,7,62.99,73.09,0.86,MEDIUM
2036-07-28,5.8,5.0,2.2,7,2,0,112,5,26.0,8,73.09,65.57,0.29,MEDIUM
2036-07-29,7.0,3.0,5.2,6,4,0,111,1,111.0,6,65.57,46.17,0.67,LOW
2036-07-30,6.7,7.0,1.0,2,0,15,79,3,105.0,5,46.17,61.15,0.0,MEDIUM
2036-07-31,6.4,6.3,4.3,5,1,0,55,0,5.0,6,61.15,53.75,0.2,MEDIUM
2036-08-01,5.9,7.2,7.0,7,3,0,30,4,57.0,4,53.75,46.08,0.43,MEDIUM
2036-08-02,7.5,7.1,7.0,3,2,0,54,1,76.0,9,46.08,75.36,0.67,MEDIUM
2036-08-03,9.5,4.4,8.3,3,2,0,43,5,48.0,1,75.36,40.45,0.67,HIGH
2036-08-04,7.2,0.0,3.2,9,4,0,80,5,119.0,8,40.45,42.19,0.44,LOW
2036-08-05,8.5,5.8,2.3,6,3,0,44,3,35.0,6,42.19,76.65,0.5,LOW
2036-08-06,4.9,5.6,6.6,7,5,0,118,2,0.0,3,76.65,47.41,0.71,HIGH
2036-08-07,7.2,6.3,3.1,8,6,45,36,5,48.0,1,47.41,56.91,0.75,HIGH
2036-08-08,5.4,9.0,5.5,6,4,30,100,3,166.0,4,56.91,44.16,0.67,MEDIUM
2036-08-09,4.8,5.9,2.4,9,7,0,112,2,78.0,7,44.16,55.13,0.78,HIGH
2036-08-10,5.9,7.4,3.9,6,4,0,22,0,65.0,8,55.13,66.7,0.67,MEDIUM
2036-08-11,8.8,6.8,3.8,2,0,0,14,4,18.0,4,66.7,61.79,0.0,MEDIUM
2036-08-12,8.4,3.2,5.0,2,1,90,20,3,6.0,10,61.79,80.78,0.5,LOW
2036-08-13,7.4,3.4,4.7,3,0,0,32,3,69.0,2,80.78,35.46,0.0,HIGH
2036-08-14,4.7,8.3,5.6,7,2,0,70,1,77.0,4,35.46,45.0,0.29,HIGH
2036-08-15,6.7,4.2,5.6,3,2,30,62,1,25.0,3,45.0,61.57,0.67,HIGH
2036-08-16,7.5,6.7,6.2,8,6,0,46,4,68.0,5,61.57,54.22,0.75,MEDIUM
2036-08-17,7.3,4.0,4.2,8,2,30,46,2,114.0,7,54.22,61.36,0.25,LOW
2036-08-18,4.2,7.5,6.2,1,0,45,88,3,51.0,4,61.36,32.68,0.0,HIGH
2036-08-19,5.7,6.5,7.6,6,1,45,61,0,0.0,8,32.68,53.53,0.17,MEDIUM
2036-08-20,6.9,5.4,2.1,5,3,45,113,5,51.0,5,53.53,71.07,0.6,MEDIUM
2036-08-21,7.8,7.3,2.5,8,7,0,117,2,0.0,4,71.07,71.5,0.88,MEDIUM
2036-08-22,4.0,6.5,6.8,9,7,30,18,5,69.0,9,71.5,57.12,0.78,HIGH
2036-08-23,6.8,4.6,7.0,3,1,30,77,0,56.0,7,57.12,38.88,0.33,MEDIUM
